ESS112, ENVIRONM & SUSTAIBTY STUDIES 112, Y, EMS, 100115, L, CFA, 050, 050, S, B, Intermediate Undergraduate, 1, 20111219, 150550, CBENJAMIN, X, X, X, , 
PHI733, PHILOSOPHY 733 : SA INTEL HISTORY, Y, ART, 100237, L, CFA, 000, 000, F, E, Lower Postgraduate, 7, 20120702, 145906, CSCHROEDER, A, X, X, , 
PHI735, PHILOSOPHY 735 : ISS CONT PHIL, Y, ART, 100237, L, CFA, 000, 000, F, E, Lower Postgraduate, 7, 20120702, 145906, CSCHROEDER, A, X, X, , 
PHI736, PHILOSOPHY 736 : CAPITA SELECTA, Y, ART, 100237, L, FA, 000, 100, F, E, Lower Postgraduate, 7, 20120702, 145906, CSCHROEDER, A, X, X, , 
PHI801, PHILOSOPHY MAG THESIS 801, Y, ART, 100237, H, FA, 000, 000, Y, G, Intermediate PG (Research), 8, 20120702, 145906, CSCHROEDER, X, X, X, , 
PHI802, PHILOSOPHY MAG THESIS 802, Y, ART, 100237, H, FA, 000, 000, Y, G, Intermediate PG (Research), 8, 20120702, 145906, CSCHROEDER, X, X, X, , 
PHI901, PHILOSOPHY DOCTORATE 901, Y, ART, 100237, H, FA, 000, 000, Y, I, Higher Postgraduate, 9, 20120702, 145906, CSCHROEDER, X, X, X, , 
PHI902, PHILOSOPHY DOCTORATE 902, Y, ART, 100237, H, FA, 000, 000, Y, I, Higher Postgraduate, 9, 20120702, 145906, CSCHROEDER, X, X, X, , 
XHA111, XHOSA ACQUISITION 111 (N), Y, ART, 100243, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 1, 20120702, 150412, CSCHROEDER, X, X, X, , 
XHA121, XHOSA ACQUISITION 121 (N), Y, ART, 100243, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 1, 20120702, 150412, CSCHROEDER, X, X, X, , 
XHA211, XHOSA ACQUISITION 211, Y, ART, 100243, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 2, 20120702, 150412, CSCHROEDER, X, X, X, , 
XHA212, XHOSA ACQUISITION 212, Y, ART, 100243, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 2, 20120702, 150412, CSCHROEDER, X, X, X, , 
XHA221, XHOSA ACQUISITION 221, Y, ART, 100243, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 2, 20120702, 150412, CSCHROEDER, X, X, X, , 
XHA222, XHOSA ACQUISITION 222, Y, ART, 100243, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 2, 20120702, 150412, CSCHROEDER, X, X, X, , 
XHA311, XHOSA ACQUISITION 311, Y, ART, 100243, L, CFA, 000, 000, F, B, Intermediate Undergraduate, 3, 20120703, 154944, CSCHROEDER, A, X, X, , 
XHA312, XHOSA ACQUISITION 312, Y, ART, 100243, L, CFA, 000, 000, F, B, Intermediate Undergraduate, 3, 20120703, 154944, CSCHROEDER, A, X, X, , 
XHA321, XHOSA ACQUISITION 321, Y, ART, 100243, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20120703, 154944, CSCHROEDER, A, X, X, , 
XHA322, XHOSA ACQUISITION 322, Y, ART, 100243, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20120703, 154944, CSCHROEDER, A, X, X, , 
XHO001, INTRODUCTION TO XHOSA (CHS) 001, Y, ART, 100243, L, CFA, 000, 000, Y, B, Intermediate Undergraduate, 1, 20120702, 150449, CSCHROEDER, X, X, X, , 
XHO002, INTRODUCTION TO XHOSA (SC), Y, ART, 100243, L, CFA, 000, 000, Y, B, Intermediate Undergraduate, 1, 20120702, 150449, CSCHROEDER, X, X, X, , 
XHO003, INTRODUCTION TO XHOSA (BOH), Y, ART, 100243, L, CFA, 000, 000, Y, B, Intermediate Undergraduate, 1, 20120702, 150449, CSCHROEDER, X, X, X, , 
XHO004, INTRODUCTION TO XHOSA (CHS) 004, Y, ART, 100243, L, CFA, 000, 000, Y, B, Intermediate Undergraduate, 1, 20111219, 150159, VMORTA, X, X, X, , 
XHO111, XHOSA 111 (N), Y, ART, 100243, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 1, 20120702, 150449, CSCHROEDER, X, X, X, , 
XHO120, INTRODUCTION TO XHOSA (DENT), Y, ART, 100243, L, CFA, 000, 000, Y, B, Intermediate Undergraduate, 1, 20111219, 150314, VMORTA, X, X, X, , 
XHO121, XHOSA 121 (N), Y, ART, 100243, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 1, 20120702, 150449, CSCHROEDER, X, X, X, , 
XHO211, XHOSA 211, Y, ART, 100243, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 2, 20120702, 150449, CSCHROEDER, X, X, X, , 
XHO212, XHOSA 212, Y, ART, 100243, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 2, 20120702, 150449, CSCHROEDER, X, X, X, , 
XHO221, XHOSA 221, Y, ART, 100243, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 2, 20120702, 150449, CSCHROEDER, X, X, X, , 
XHO222, XHOSA 222, Y, ART, 100243, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 2, 20120702, 150449, CSCHROEDER, X, X, X, , 
XHO311, XHOSA 311, Y, ART, 100243, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 3, 20120703, 155543, CSCHROEDER, M, X, X, , 
XHO312, XHOSA 312, Y, ART, 100243, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 3, 20120703, 155543, CSCHROEDER, M, X, X, , 
XHO313, XHOSA 313, Y, ART, 100243, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 3, 20120703, 155543, CSCHROEDER, M, X, X, , 
XHO314, XHOSA 314, Y, ART, 100243, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20120703, 155543, CSCHROEDER, A, X, X, , 
XHO321, XHOSA 321, Y, ART, 100243, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20120703, 155543, CSCHROEDER, A, X, X, , 
XHO322, XHOSA 322, Y, ART, 100243, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20120703, 155543, CSCHROEDER, A, X, X, , 
XHO701, XHOSA 701 : RESEARCH ESSAY, Y, ART, 100243, L, FA, 000, 000, Y, E, Lower Postgraduate, 7, 20120702, 150449, CSCHROEDER, A, X, X, , 
XHO731, XHOSA 731 : SYNTAX, Y, ART, 100243, L, CFA, 000, 000, Y, E, Lower Postgraduate, 7, 20120702, 150449, CSCHROEDER, A, X, X, , 
XHO734, XHOSA 734 : MODERN PROSE, Y, ART, 100243, L, CFA, 000, 000, Y, E, Lower Postgraduate, 7, 20120702, 150449, CSCHROEDER, A, X, X, , 
XHO735, XHOSA 735 : PHONOLOGY, Y, ART, 100243, L, CFA, 000, 000, Y, E, Lower Postgraduate, 7, 20120702, 150516, CSCHROEDER, A, X, X, , 
XHO737, XHOSA 737 : ONOMASTICS, Y, ART, 100243, L, CFA, 000, 000, F, E, Lower Postgraduate, 7, 20120702, 150516, CSCHROEDER, A, X, X, , 
XHO738, XHOSA 738 : MODERN POETRY, Y, ART, 100243, L, CFA, 000, 000, Y, E, Lower Postgraduate, 7, 20120702, 150516, CSCHROEDER, A, X, X, , 
XHO739, XHOSA 739 : SOCIOLINGUISTICS, Y, ART, 100243, L, CFA, 000, 000, F, E, Lower Postgraduate, 7, 20120719, 144300, CSCHROEDER, M, X, X, , 
XHO741, XHOSA 741 : METHOD SEC LANG AQUISIT, Y, ART, 100243, L, CFA, 050, 050, F, E, Lower Postgraduate, 7, 20120702, 150516, CSCHROEDER, A, X, X, , 
XHO742, XHOSA 742 : MORPHOLOGY, Y, ART, 100243, L, CFA, 000, 000, F, E, Lower Postgraduate, 7, 20120702, 150516, CSCHROEDER, A, X, X, , 
XHO743, TRANSLATIONS 743, Y, ART, 100243, L, CFA, 000, 000, Y, E, Lower Postgraduate, 7, 20120702, 150516, CSCHROEDER, A, X, X, , 
XHO744, MEDIA STUDIES 744, Y, ART, 100243, L, CFA, 000, 000, F, E, Lower Postgraduate, 7, 20120703, 094448, CSCHROEDER, M, X, X, , 
XHO801, XHOSA MAG THESIS (1ST ENROL) 801, Y, ART, 100243, H, FA, 000, 000, Y, G, Intermediate PG (Research), 8, 20120702, 150516, CSCHROEDER, X, X, X, , 
XHO802, XHOSA MAG THESIS (2ND & FURTH) 802, Y, ART, 100243, H, FA, 000, 000, Y, G, Intermediate PG (Research), 8, 20110920, 111722, NSTEVENS, X, X, X, , 
XHO803, XHOSA MAG MINI THESIS(1ST ENR) 803, Y, ART, 100243, H, FA, 000, 000, Y, G, Intermediate PG (Research), 8, 20120702, 150516, CSCHROEDER, X, X, X, , 
XHO804, XHOSA MAG MINI THESIS (2ND ENR) 804, Y, ART, 100243, H, FA, 000, 000, Y, G, Intermediate PG (Research), 8, 20120702, 150516, CSCHROEDER, X, X, X, , 
XHO901, XHOSA DOCTORAL 901, Y, ART, 100243, H, FA, 000, 000, Y, I, Higher Postgraduate, 9, 20120702, 150516, CSCHROEDER, X, X, X, , 
XHO902, XHOSA DOCTORAL 902, Y, ART, 100243, H, FA, 000, 000, Y, I, Higher Postgraduate, 9, 20120702, 150516, CSCHROEDER, X, X, X, , 
WGS211, GENDER STUDIES 211, Y, ART, 100245, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 2, 20120702, 150333, CSCHROEDER, X, X, X, , 
WGS212, GENDER STUDIES 212, Y, ART, 100245, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 2, 20120702, 150333, CSCHROEDER, X, X, X, , 
WGS311, GENDER STUDIES 311, Y, ART, 100245, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 3, 20120717, 160327, CSCHROEDER, M, X, X, , 
WGS312, GENDER STUDIES 312, Y, ART, 100245, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20120703, 154930, CSCHROEDER, A, X, X, , 
WGS321, GENDER STUDIES 321, Y, ART, 100245, L, CFA, 060, 040, S, B, Intermediate Undergraduate, 3, 20120703, 154930, CSCHROEDER, A, X, X, , 
WGS701, WGS 701 : RESEARCH ESSAY, Y, ART, 100245, L, FA, 000, 000, Y, E, Lower Postgraduate, 7, 20120702, 150333, CSCHROEDER, A, X, X, , 
WGS706, WGS 706 : GENDER & LAW, Y, ART, 100245, L, CFA, 000, 000, S, E, Lower Postgraduate, 7, 20120702, 150333, CSCHROEDER, A, X, X, , 
WGS711, WGS 711 : RES METHODOLOGY & FEMINIS, Y, ART, 100245, L, CFA, 060, 040, F, E, Lower Postgraduate, 7, 20120703, 093526, CSCHROEDER, M, X, X, , 
WGS712, MASCULINITY (HONS) 712, Y, ART, 100245, L, CFA, 000, 000, Y, E, Lower Postgraduate, 7, 20120702, 150333, CSCHROEDER, A, X, X, , 
WGS727, WOMAN & DEVELOPMENT 727, N, ART, 100245, L, CFA, 000, 000, F, E, Lower Postgraduate, 7, 20110818, 123856, ADANIELS, X, X, , , 
WGS731, WGS 731 : THEORIES OF FEMINISM, Y, ART, 100245, L, CFA, 050, 050, F, E, Lower Postgraduate, 7, 20120703, 094305, CSCHROEDER, M, X, X, , 
WGS736, WGS 736 : CONTEMPORARY ISS IN WGS, Y, ART, 100245, L, CFA, 000, 000, Y, E, Lower Postgraduate, 7, 20120702, 150333, CSCHROEDER, A, X, X, , 
WGS737, WOMENS HEALTH:TRANSCULTURAL PERSPEC, Y, ART, 100245, L, CFA, 000, 000, S, E, Lower Postgraduate, 7, 20120702, 150333, CSCHROEDER, A, X, X, , 
WGS767, WGS 767 : SEXUALITY & SOC CONTROL, N, ART, 100245, L, CFA, 000, 000, S, E, Lower Postgraduate, 7, 20110920, 110550, NSTEVENS, M, X, , , 
WGS801, WOMEN & GENDER STUDIES THESIS 801, Y, ART, 100245, H, FA, 000, 000, Y, G, Intermediate PG (Research), 8, 20120702, 150333, CSCHROEDER, X, X, X, , 
WGS802, WOMEN & GENDER STUDIES THESIS 802, Y, ART, 100245, H, FA, 000, 000, Y, G, Intermediate PG (Research), 8, 20120702, 150333, CSCHROEDER, X, X, X, , 
WGS803, WGS : MINI THESIS 803, Y, ART, 100245, H, FA, 000, 000, Y, G, Intermediate PG (Research), 8, 20120702, 150412, CSCHROEDER, X, X, X, , 
WGS804, WGS : MINI THESIS 804, Y, ART, 100245, H, FA, 000, 000, Y, G, Intermediate PG (Research), 8, 20120702, 150412, CSCHROEDER, X, X, X, , 
WGS806, WGS 806 : FEM PERSP IN RES METHOD, Y, ART, 100245, L, CFA, 060, 040, F, F, Intermediate PG (Non research), 8, 20120702, 150412, CSCHROEDER, A, X, X, , 
WGS808, WGS 808 : SEXUALITY & SOC CONTROL, N, ART, 100245, L, CFA, 000, 000, S, F, Intermediate PG (Non research), 8, 20110920, 110607, NSTEVENS, M, X, , , 
WGS816, WGS 816 : GENDER & LAW, Y, ART, 100245, L, CFA, 000, 000, S, F, Intermediate PG (Non research), 8, 20120702, 150412, CSCHROEDER, A, X, X, , 
WGS832, WGS 832 : TRENDS CONTEMP FEM THEORY, Y, ART, 100245, L, CFA, 000, 000, F, F, Intermediate PG (Non research), 8, 20120703, 094305, CSCHROEDER, M, X, X, , 
WGS836, WGS 836 : CONTEMPORARY ISS IN WGS, Y, ART, 100245, L, CFA, 000, 000, Y, F, Intermediate PG (Non research), 8, 20120702, 150412, CSCHROEDER, A, X, X, , 
WGS837, WGS 837:WOM HLTH:TRANSCULT PERSPEC, Y, ART, 100245, L, CFA, 000, 000, F, F, Intermediate PG (Non research), 8, 20120702, 150412, CSCHROEDER, A, X, X, , 
WGS838, MASCULINITY (MAG) 838, Y, ART, 100245, L, CFA, 000, 000, F, F, Intermediate PG (Non research), 8, 20120702, 150412, CSCHROEDER, A, X, X, , 
WGS901, WOMEN & GENDER STUD DOC 901, Y, ART, 100245, H, FA, 000, 000, Y, I, Higher Postgraduate, 9, 20120702, 150412, CSCHROEDER, X, X, X, , 
WGS902, WOMEN & GENDER STUD DOC 902, Y, ART, 100245, H, FA, 000, 000, Y, I, Higher Postgraduate, 9, 20120702, 150412, CSCHROEDER, X, X, X, , 
DVS701, DVST 701 : RESEARCH PAPER, Y, ART, 110509, L, FA, 000, 100, F, E, Lower Postgraduate, 7, 20120705, 130325, CSCHROEDER, M, X, X, , 
DVS702, DVST 702 : SOC PROBLEMS & DEVELOPM, Y, ART, 110509, L, CFA, 050, 050, F, E, Lower Postgraduate, 7, 20120702, 124851, CSCHROEDER, A, X, X, , 
DVS703, DVST 703 : DEVELOPMENT MANAGEMENT, Y, ART, 110509, L, CFA, 050, 050, F, E, Lower Postgraduate, 7, 20120702, 124950, CSCHROEDER, A, X, X, , 
DVS706, DVST 706 : SOC POLICY & DEVELOPM, Y, ART, 110509, L, CFA, 050, 050, S, E, Lower Postgraduate, 7, 20120702, 124950, CSCHROEDER, A, X, X, , 
DVS731, DVST 731 : THEO OF SOCIAL TRANSFORM, Y, ART, 110509, L, CFA, 050, 050, F, E, Lower Postgraduate, 7, 20120705, 130325, CSCHROEDER, M, X, X, , 
DVS732, DVST 732 : ECONOMICS FOR DEVEL STUD, Y, ART, 110509, L, CFA, 000, 000, F, E, Lower Postgraduate, 7, 20120705, 130328, CSCHROEDER, M, X, X, , 
DVS733, DVST 733 : RESEARCH METHODOLOGY, Y, ART, 110509, L, CFA, 050, 050, F, E, Lower Postgraduate, 7, 20120711, 162121, CSCHROEDER, M, X, X, , 
DVS734, DVST 734 : RURAL DEVELOPMENT, Y, ART, 110509, L, CFA, 000, 000, S, E, Lower Postgraduate, 7, 20120702, 124950, CSCHROEDER, A, X, X, , 
DVS736, DVST 736 : EDUCATION & DEVELOPMENT, Y, ART, 110509, L, CFA, 000, 000, S, E, Lower Postgraduate, 7, 20120702, 124950, CSCHROEDER, A, X, X, , 
DVS738, DVST 738 : SPORT & COMMUN DEVELOPM, Y, ART, 110509, L, CFA, 050, 050, F, E, Lower Postgraduate, 7, 20120702, 124950, CSCHROEDER, A, X, X, , 
DVS740, DVST 740 : AIDS AND DEVELOPMENT 740, Y, ART, 110509, L, CFA, 000, 000, S, E, Lower Postgraduate, 7, 20120702, 124950, CSCHROEDER, A, X, X, , 
DVS746, DVST 746 : COMM DEV THEORY & PRAC, Y, ART, 110509, L, CFA, 000, 000, F, E, Lower Postgraduate, 7, 20120702, 124950, CSCHROEDER, A, X, X, , 
DVS747, DVST 747 : FUTURE STUDIES, Y, ART, 110509, L, CFA, 000, 000, S, E, Lower Postgraduate, 7, 20120702, 124950, CSCHROEDER, A, X, X, , 
DVS748, DVST 748 : LEADERSHIP & TRANSFORM, Y, ART, 110509, L, CFA, 050, 050, F, E, Lower Postgraduate, 7, 20120702, 124950, CSCHROEDER, A, X, X, , 
DVS801, DEVELOPM STUD MAG THES(1ST ENR) 801, Y, ART, 110509, H, FA, 000, 000, Y, G, Intermediate PG (Research), 8, 20120702, 124950, CSCHROEDER, X, X, X, , 
DVS802, DEVELOPM STUD MAG THES(2ND&FURT)802, Y, ART, 110509, H, FA, 000, 000, Y, G, Intermediate PG (Research), 8, 20120702, 124950, CSCHROEDER, X, X, X, , 
DVS803, DEV STUD MINI THESIS(1ST ENR)803, Y, ART, 110509, H, FA, 000, 000, Y, G, Intermediate PG (Research), 8, 20120702, 124950, CSCHROEDER, X, X, X, , 
DVS804, DEV STUD MAG MINITHESIS(2ND ENR)804, Y, ART, 110509, H, FA, 000, 000, Y, G, Intermediate PG (Research), 8, 20120702, 124950, CSCHROEDER, X, X, X, , 
DVS807, DVST 807 : SOC POLICY & DEVELOPM, Y, ART, 110509, L, CFA, 050, 050, S, F, Intermediate PG (Non research), 8, 20120702, 124950, CSCHROEDER, A, X, X, , 
DVS808, DVST 808 : DEVELOPMENT MANAGEMENT, Y, ART, 110509, L, CFA, 050, 050, F, F, Intermediate PG (Non research), 8, 20120702, 124950, CSCHROEDER, A, X, X, , 
DVS831, DVST 831 : THEO OF SOC TRANSFORM, Y, ART, 110509, L, CFA, 050, 050, F, F, Intermediate PG (Non research), 8, 20120705, 130347, CSCHROEDER, M, X, X, , 
DVS832, DVST 832 : COMPARATIVE ECON SYSTEM, Y, ART, 110509, L, CFA, 000, 000, F, F, Intermediate PG (Non research), 8, 20120705, 130347, CSCHROEDER, M, X, X, , 
DVS834, DVST 834 : RURAL DEVELOPMENT, Y, ART, 110509, L, CFA, 000, 000, S, F, Intermediate PG (Non research), 8, 20120702, 125025, CSCHROEDER, A, X, X, , 
DVS836, DVST 836 : EDUCATION & DEVELOPMENT, Y, ART, 110509, L, CFA, 000, 000, S, F, Intermediate PG (Non research), 8, 20120702, 125025, CSCHROEDER, A, X, X, , 
DVS838, DVST 838 : SPORT & COMMUN DEVELOPM, Y, ART, 110509, L, CFA, 000, 000, F, F, Intermediate PG (Non research), 8, 20120702, 125025, CSCHROEDER, A, X, X, , 
DVS839, DVST 839 : SOC PROBLEMS & DEVELOPM, Y, ART, 110509, L, CFA, 000, 000, F, F, Intermediate PG (Non research), 8, 20120702, 125025, CSCHROEDER, A, X, X, , 
DVS840, DVST 840 : AIDS AND DEVELOPMENT 840, Y, ART, 110509, L, CFA, 000, 000, S, F, Intermediate PG (Non research), 8, 20120702, 125025, CSCHROEDER, A, X, X, , 
DVS841, DVST 841 : RESEARCH METHODOLOGY, Y, ART, 110509, L, CFA, 050, 050, F, F, Intermediate PG (Non research), 8, 20120705, 130347, CSCHROEDER, M, X, X, , 
DVS843, DVST 843 : PUB FIN & POVERTY ALLEV, Y, ART, 110509, L, CFA, 000, 000, S, F, Intermediate PG (Non research), 8, 20120723, 145736, ADANIELS, A, X, X, , 
DVS846, DVST 846 : COMM DEV THEORY & PRAC, Y, ART, 110509, L, CFA, 000, 000, F, F, Intermediate PG (Non research), 8, 20120702, 125025, CSCHROEDER, A, X, X, , 
DVS847, DVST 847 : FUTURE STUDIES, Y, ART, 110509, L, CFA, 000, 000, S, F, Intermediate PG (Non research), 8, 20120702, 125025, CSCHROEDER, A, X, X, , 
DVS848, DVST 848 : LEADERSHIP & TRANSFORM, Y, ART, 110509, L, CFA, 050, 050, F, F, Intermediate PG (Non research), 8, 20120702, 125025, CSCHROEDER, A, X, X, , 
DVS849, DVST 849 : CONFLICT STUDIES, Y, EMS, 110509, L, CFA, 060, 040, S, F, Intermediate PG (Non research), 8, 20110818, 123856, MENGEL, M, X, , , 
DVS901, DEVELOP STUD DOCTORATE(1ST ENR)901, Y, ART, 110509, H, FA, 000, 000, Y, I, Higher Postgraduate, 9, 20120702, 125025, CSCHROEDER, X, X, X, , 
DVS902, DEVELOP STUD DOCTORATE(2ND ENR)902, Y, ART, 110509, H, FA, 000, 000, Y, I, Higher Postgraduate, 9, 20120702, 125025, CSCHROEDER, X, X, X, , 
IPS733, CONFLICT STUDIES 733, Y, EMS, 110509, L, CFA, 050, 050, S, E, Lower Postgraduate, 7, 20110818, 123856, MENGEL, M, X, , , 
CHS900, POST DOCTORAL RESEARCH FELLOWS, Y, CHS, 100805, P, FA, 000, 000, Y, Q, Non-accredited module, 9, 20120604, 085855, MAVANVUUREN, X, X, X, , 
HDP111, PRIMARY HEALTH CARE (B CH D I), Y, CHS, 100805, L, CFA, 060, 040, F, B, Intermediate Undergraduate, 1, 20111116, 105156, SNITSCKIE, X, X, X, , 
HIV001, HIV/AIDS CAPACITY DEVELOPMENT 001, N, CHS, 100805, L, CFA, 000, 000, Y, A, Lower Undergraduate; 1 year diploma, 2, 20110818, 123856, MFL009, X, X, , , 
HPS212, HEALTH PROMOTING SCHOOLS 212, Y, EDU, 100805, L, CFA, 000, 000, S, A, Lower Undergraduate; 1 year diploma, 1, 20111219, 143331, VMORTA, X, X, X, , 
LFS007, WOMEN'S HEALTH & GENDER ISSUES 007, N, CHS, 100805, L, CFA, 000, 000, Y, A, Lower Undergraduate; 1 year diploma, 2, 20110818, 123856, BBENJAMIN, X, X, , , 
LFS008, PRIMARY HEALTH CARE 008, N, CHS, 100805, L, CFA, 000, 000, Y, A, Lower Undergraduate; 1 year diploma, 2, 20110818, 123856, BBENJAMIN, X, X, , , 
SPH611, UNDERSTANDING PUBLIC HEALTH 611, Y, CHS, 100805, L, CFA, 000, 000, S, E, Lower Postgraduate, 7, 20120604, 123702, MAVANVUUREN, X, X, X, , 
SPH712, HEALTH DEV & PRIMARY HEALTH CARE II, Y, CHS, 100805, L, CFA, 040, 060, Y, E, Lower Postgraduate, 7, 20120604, 123702, MAVANVUUREN, X, X, X, , 
SPH713, MEASURING HEALTH AND DISEASE II, Y, CHS, 100805, L, CFA, 040, 060, Y, E, Lower Postgraduate, 7, 20120604, 123702, MAVANVUUREN, X, X, X, , 
SPH714, HEALTH MANAGEMENT II, Y, CHS, 100805, L, CFA, 040, 060, Y, E, Lower Postgraduate, 7, 20120604, 123702, MAVANVUUREN, X, X, X, , 
SPH715, HEALTH PROMOTION II, Y, CHS, 100805, L, CFA, 040, 060, Y, E, Lower Postgraduate, 7, 20120604, 123702, MAVANVUUREN, X, X, X, , 
SPH716, HEALTH PROMOTING SETTINGS, Y, CHS, 100805, L, CFA, 040, 060, Y, E, Lower Postgraduate, 7, 20120604, 123702, MAVANVUUREN, X, X, X, , 
SPH717, HEALTH PROMOTING SCHOOLS, Y, CHS, 100805, L, CFA, 040, 060, Y, E, Lower Postgraduate, 7, 20120611, 102554, MAVANVUUREN, X, X, X, , 
SPH718, ALCOHOL PROBLEMS, Y, CHS, 100805, L, CFA, 040, 060, Y, E, Lower Postgraduate, 7, 20120702, 084818, MAVANVUUREN, X, X, X, , 
SPH719, SURVEY METHODS, Y, CHS, 100805, L, CFA, 000, 000, S, E, Lower Postgraduate, 7, 20120702, 084818, MAVANVUUREN, X, X, X, , 
SPH720, USING INFORM FOR EFFEC MANAGEMENT I, Y, CHS, 100805, L, CFA, 040, 060, Y, E, Lower Postgraduate, 7, 20110818, 123856, BELINDA, X, X, , , 
SPH721, QUALITATIVE RESEARCH METHODS, Y, CHS, 100805, L, CFA, 040, 060, Y, E, Lower Postgraduate, 7, 20110818, 123856, BELINDA, X, X, , , 
SPH723, MONITORING & EVAL PRIM HEALTH CARE, Y, CHS, 100805, L, CFA, 040, 060, Y, E, Lower Postgraduate, 7, 20110818, 123856, BELINDA, X, X, , , 
SPH727, MANAGING HUMAN RESOURCES FOR HEALTH, Y, CHS, 100805, L, CFA, 040, 060, Y, E, Lower Postgraduate, 7, 20110818, 123856, BELINDA, X, X, , , 
SPH728, DEVELOPING HUMAN RES FOR HEALTH 728, Y, CHS, 100805, L, CFA, 040, 060, Y, E, Lower Postgraduate, 7, 20110818, 123856, BELINDA, X, X, , , 
SPH730, INTRO PUB HEALTH:ITS BASIS & SCOPE, Y, CHS, 100805, L, CFA, 000, 000, F, E, Lower Postgraduate, 7, 20110818, 123856, BELINDA, X, X, , , 
SPH731, DESCRIPTIVE EPIDEMIOLOGY, Y, CHS, 100805, L, CFA, 000, 000, F, E, Lower Postgraduate, 7, 20110818, 123856, NSTEVENS, X, X, , , 
SPH732, POPULATION HEALTH AND DEVELOPMENT, Y, CHS, 100805, L, CFA, 000, 000, F, E, Lower Postgraduate, 7, 20110818, 123856, NSTEVENS, X, X, , , 
SPH733, HEALTH PROMOTION FOR PUBLIC HEALTH, Y, CHS, 100805, L, CFA, 000, 000, S, E, Lower Postgraduate, 7, 20110818, 123856, NSTEVENS, X, X, , , 
SPH734, MONITORING AND EVALUATION, Y, CHS, 100805, L, CFA, 000, 000, S, E, Lower Postgraduate, 7, 20110818, 123856, NSTEVENS, X, X, , , 
SPH735, MANAGEMENT STRATEGIES FOR PH, Y, CHS, 100805, L, CFA, 000, 000, S, E, Lower Postgraduate, 7, 20110818, 123856, NSTEVENS, X, X, , , 
SPH801, MPH FULL THESIS 801, Y, CHS, 100805, H, FA, 000, 000, Y, G, Intermediate PG (Research), 8, 20111219, 143453, VMORTA, X, X, X, , 
SPH802, PUBLIC HEALTH MAG MIN THES(1ST ENR), Y, CHS, 100805, H, FA, 000, 000, Y, G, Intermediate PG (Research), 8, 20120724, 160415, ADANIELS, X, X, X, , 
SPH803, PUBLIC HEALTH MAG MINI THESIS 803, Y, CHS, 100805, H, FA, 000, 000, Y, G, Intermediate PG (Research), 8, 20110818, 123856, NSTEVENS, X, X, , , 
SPH804, PUBLIC HEALTH MAG MINI THESIS 804, Y, CHS, 100805, H, FA, 000, 000, Y, G, Intermediate PG (Research), 8, 20110818, 123856, VMORTA, X, X, , , 
SPH809, ADVANCED EPIDEMIOLOGY (MAG) 809, N, CHS, 100805, L, CFA, 000, 000, Y, F, Intermediate PG (Non research), 8, 20110818, 123856, BBENJAMIN, X, X, , , 
SPH812, CAPITA SELECTA (PHP) II, Y, CHS, 100805, L, CFA, 040, 060, Y, F, Intermediate PG (Non research), 8, 20110818, 123856, CBENJAMIN, X, X, , , 
SPH813, CAPITA SELECTA (PHP) III, Y, CHS, 100805, L, CFA, 040, 060, Y, F, Intermediate PG (Non research), 8, 20110818, 123856, MFU003, X, X, , , 
SPH839, MEASURING HEALTH & ILL HEALTH 2 839, N, CHS, 100805, L, CFA, 000, 000, Y, F, Intermediate PG (Non research), 8, 20110818, 123856, NSTEVENS, X, X, , , 
SPH842, HEALTH SYSTEMS RESEARCH II 842, Y, CHS, 100805, L, CFA, 040, 060, Y, F, Intermediate PG (Non research), 8, 20110818, 123856, MFU003, X, X, , , 
SPH847, QUANTITATIVE RESEARCH METHODS 847, Y, CHS, 100805, L, CFA, 000, 000, Y, F, Intermediate PG (Non research), 8, 20110818, 123856, MFU003, X, X, , , 
SPH848, HEALTH & SOCIAL CHANGE 848, Y, CHS, 100805, L, CFA, 040, 060, Y, F, Intermediate PG (Non research), 8, 20110818, 123856, BBENJAMIN, X, X, , , 
